Date,Close,sentiment_score,article_count,daily_return,return_5d,return_20d,rsi_14,volatility_5d,volatility_20d,macd,price_vs_ma20,sentiment_lag1,sentiment_lag2,sentiment_lag3,sentiment_ma5,sentiment_ma20,sentiment_change,target
2010-04-22,1208.67,0.0045,2.0,0.00931090921237221,0.01787879808664017,0.12381102918615361,85.45657241188154,0.009456347474863746,0.00910227634245807,22.997340551482694,1.045215084262667,-0.1062,0.0134,-0.0162,-0.0711,-0.1647,0.1107,1
2010-04-23,1217.28,0.1661,1.0,0.007123532477847361,0.017384327360256746,0.09986898576914394,86.78558087297809,0.009406642153876574,0.0073109185115812604,24.06736902878538,1.0476538425291793,0.0045,-0.1062,0.0134,0.012319999999999998,-0.157505,0.1616,0
2010-04-28,1191.36,-0.362,2.0,-0.021293375394321856,-0.015933589394127257,0.0883975881600585,69.42388401299348,0.013025646442504068,0.008711938412410284,22.563746108965233,1.0210940918287015,0.1661,0.0045,-0.1062,-0.05684,-0.127805,-0.5281,0
2010-04-30,1186.69,0.0507,1.0,-0.003919889873757576,-0.020616174370909568,0.07442348957437384,65.73223039145205,0.012834445350991742,0.008820746895229138,20.75602164347697,1.0135212752010598,-0.362,0.1661,0.0045,-0.04937999999999999,-0.12132500000000002,0.4127,0
2010-05-04,1173.6,-0.1149,1.0,-0.011030681980972457,-0.019974614202685648,0.0518862428408815,58.47634091992623,0.01274170083326939,0.009257390088370529,18.05896091816885,0.9998696488954659,0.0507,-0.362,0.1661,-0.05112,-0.12793000000000002,-0.1656,0
2010-05-05,1165.87,-0.8785,1.0,-0.0065865712338105675,-0.03541082346711688,0.04252845811984152,55.24303659149818,0.01036314603462418,0.009481711411772776,15.123440852264366,0.9912756317110935,-0.1149,0.0507,-0.362,-0.22771999999999998,-0.173335,-0.7636,0
2010-05-06,1128.15,-0.0475,1.0,-0.032353521404616115,-0.07322062302839105,-0.009264951260208987,38.85139135550987,0.011726621576650598,0.011493143837980111,9.64218221541887,0.9596347748199118,-0.8785,-0.1149,0.0507,-0.27043999999999996,-0.189885,0.831,0
2010-05-07,1110.88,0.0995,1.0,-0.015308248016664416,-0.06755304861670675,-0.0242599912165129,34.576142407205026,0.011222959818114893,0.011965857036485618,3.8602025744098682,0.9460557943660595,-0.0475,-0.8785,-0.1149,-0.17814,-0.16352,0.14700000000000002,1
2010-05-11,1155.79,-0.0069,1.0,0.04042740890105123,-0.026038813843548114,0.013450830812398618,44.90150372474583,0.027189182222016262,0.015159950361993588,2.8687347351644803,0.9836598539816738,0.0995,-0.0475,-0.8785,-0.18966,-0.147805,-0.10640000000000001,1
2010-05-12,1171.67,0.291,3.0,0.013739520155045648,-0.0016445126107701435,0.02274770646205959,46.50068787970931,0.02805184576908771,0.015417678263000074,3.3260321860670956,0.9960702801386561,-0.0069,0.0995,-0.0475,-0.10848,-0.10751999999999999,0.2979,0
2010-05-17,1136.94,-0.5533,1.0,-0.02964145194466017,-0.024814087333922208,-0.011347924764563144,38.14038721992912,0.03112796442983646,0.01686985833206323,0.8759258335144295,0.9670817597223641,0.291,-0.0069,0.0995,-0.04343999999999999,-0.105325,-0.8443,0
2010-05-18,1120.8,0.1071,1.0,-0.014195999788907177,-0.006515091078314161,-0.025823330522985466,32.24238112160502,0.027985159968064804,0.01714503372135341,-2.341176588952976,0.9545592168662641,-0.5533,0.291,-0.0069,-0.012519999999999993,-0.112515,0.6604,0
2010-05-20,1071.59,-0.0433,1.0,-0.043906138472519673,-0.03536835661817672,-0.08081934449009709,26.744803771706458,0.03393214717900185,0.01924738979894052,-8.760602400413745,0.9163247305235354,0.1071,-0.5533,0.291,-0.04107999999999999,-0.11485000000000001,-0.1504,1
2010-05-25,1074.03,0.459,1.0,0.0022769902667998387,-0.07073949419877312,-0.08023327510019529,28.669637613430965,0.02330716297006856,0.019257812093042486,-13.49558726807777,0.9221049161242798,-0.0433,0.1071,-0.5533,0.052100000000000014,-0.0934,0.5023,0
2010-05-26,1067.95,0.7287,1.0,-0.005660921948176467,-0.08852321899510951,-0.09349800526271101,25.26019690564216,0.018602934928867658,0.019018777338761256,-17.53655162572818,0.921240990414936,0.459,-0.0433,0.1071,0.13964000000000004,-0.03846000000000001,0.2697,1
2010-06-01,1070.71,0.0192,3.0,0.002584390654993163,-0.05825285415237391,-0.09830391430303853,23.69054029785258,0.01923085826234737,0.01886863254108138,-20.282531659491724,0.9282955397666927,0.7287,0.459,-0.0433,0.25414,-0.02203,-0.7095,0
2010-06-07,1050.47,0.2394,2.0,-0.018903344509717868,-0.06274982155603137,-0.1220329633591869,24.183677208803275,0.019492137127514724,0.0188680096387282,-23.817387450508704,0.9165489137429115,0.0192,0.7287,0.459,0.2806,0.0024900000000000005,0.2202,1
2010-06-08,1062.0,0.0971,1.0,0.010976039296695772,-0.008949318302708953,-0.12278528063437,27.71243699267579,0.011252645247612991,0.0188250368167178,-25.395666062268447,0.932657230025591,0.2394,0.0192,0.7287,0.30868,0.008155,-0.14229999999999998,1
2010-06-11,1091.6,0.2827,2.0,0.027871939736346496,0.016358947143003455,-0.09909463797898777,36.15987037520042,0.01758176205622352,0.020283088373664028,-23.981546273051435,0.9637333100257486,0.0971,0.2394,0.0192,0.27342,0.02162,0.1856,0
2010-06-14,1089.63,-0.0118,1.0,-0.0018046903627700894,0.020300575869656834,-0.09009452869263135,36.87689341761353,0.017166036734027532,0.02023230091984123,-22.75747468579516,0.9665975920885953,0.2827,0.0971,0.2394,0.12532000000000001,0.026340000000000002,-0.2945,1
2010-06-15,1115.23,0.1585,2.0,0.023494213632150318,0.04157988624370734,-0.07730811553194838,47.67926426186681,0.019125959187967865,0.020977265418202024,-19.49693455691022,0.9934242641268755,-0.0118,0.2827,0.0971,0.15318,0.03404,0.1703,0
2010-06-21,1113.2,0.0178,3.0,-0.0018202523246325653,0.05971612706693197,-0.08550210304942163,50.440863484073354,0.013841275901648393,0.020826810658451045,-16.8821303584175,0.9962341418711878,0.1585,-0.0118,0.2827,0.10886,0.026625000000000003,-0.1407,0
2010-06-22,1095.31,0.1055,1.0,-0.016070786920589386,0.03136534839924665,-0.08062214611872143,37.191867852384284,0.018661861969692713,0.020633753512433167,-16.0682281475365,0.9844549573051723,0.0178,0.1585,-0.0118,0.11054,0.05,0.0877,0
2010-06-23,1092.04,-0.0235,1.0,-0.0029854561722252315,0.0004030780505679399,-0.0797596676469845,32.184885229562525,0.014366621366639975,0.02063498233150269,-15.508296464965497,0.9857086507207955,0.1055,0.0178,0.1585,0.0493,0.046290000000000005,-0.129,0
2010-06-28,1074.57,-0.3004,2.0,-0.015997582506135366,-0.013821205363288569,-0.08438139059304706,34.878533675756,0.016144604562135404,0.02075429312875407,-16.286489061641078,0.9742941814081963,-0.0235,0.1055,0.0178,-0.008420000000000006,0.037015,-0.2769,0
2010-06-29,1041.24,0.0958,1.0,-0.031017057985984975,-0.06634505886678088,-0.1068987108339694,32.19496911626051,0.011902055751601116,0.021604118209283537,-19.369386519872478,0.9494387657405465,-0.3004,-0.0235,0.1055,-0.02096,0.08573,0.3962,0
2010-06-30,1030.71,-0.3322,3.0,-0.010112942261150115,-0.074101688825009,-0.08637149315250636,38.93580166691291,0.010327635378171768,0.020697907184157708,-22.404028271821744,0.944030964867771,0.0958,-0.3004,-0.0235,-0.09096,0.071495,-0.428,0
2010-07-06,1028.06,-0.4965,2.0,-0.002571043261441197,-0.06139814299148183,-0.07455350712948305,37.572316842105394,0.011725149395729124,0.02053678224545098,-24.737676045892158,0.9451886911279725,-0.3322,0.0958,-0.3004,-0.21136,0.041694999999999996,-0.1643,1
2010-07-07,1060.27,-0.0117,1.0,0.03133085617570952,-0.029092340939892325,-0.08264477110893842,48.18078453634898,0.023170772928149147,0.019587651216181376,-23.71466303645002,0.9791015060471825,-0.4965,-0.3322,0.0958,-0.209,0.041455,0.4848,1
2010-07-13,1095.34,0.2918,4.0,0.03307648051911305,0.019328661697237015,-0.06514632959792444,55.05978059872186,0.02766254574088769,0.02094578446683566,-19.84529770954873,1.0150641585529214,-0.0117,-0.4965,-0.3322,-0.09055999999999999,0.041495000000000004,0.3035,0
2010-07-14,1095.17,-0.0607,2.0,-0.00015520295068183199,0.0517940148284739,-0.03673896599644655,60.008060182321316,0.020326874345431102,0.019999628972884,-16.601147693206713,1.0168747144836192,0.2918,-0.0117,-0.4965,-0.12186,0.066125,-0.3525,0
2010-07-20,1083.48,-0.3078,1.0,-0.010674141914040813,0.0511977180778298,-0.03329764453961448,54.80579917631679,0.020468915511002814,0.01989887439739935,-14.802783461677109,1.0077665026554927,-0.0607,0.2918,-0.0117,-0.11698,0.04538,-0.24710000000000001,0
2010-07-21,1069.59,-0.0273,1.0,-0.012819802857459428,0.0403964749139154,-0.001866385464589948,44.70327766249899,0.022481875241121867,0.01747944898359145,-14.333150135416872,0.994939676102062,-0.3078,-0.0607,0.2918,-0.023139999999999997,0.04618,0.2805,1
2010-07-26,1115.01,0.0018,1.0,0.04246486971643337,0.05162835881426431,0.03815535878886056,55.051349414548696,0.02567619192018371,0.019892247807455618,-10.17861519164694,1.0352165440046646,-0.0273,-0.3078,-0.0607,-0.020439999999999993,0.023319999999999997,0.0291,0
2010-07-30,1101.6,-0.4622,2.0,-0.012026797965937641,0.005715120419230502,0.03150896577555118,47.14889344406136,0.023542514045423263,0.020072410363192086,-7.877385646623225,1.0211710373423595,0.0018,-0.0273,-0.3078,-0.17124,-0.03622500000000001,-0.464,1
2010-08-02,1125.86,0.2498,2.0,0.02202251270878719,0.02802304665029154,0.051507877950145,52.42287376531654,0.025215925044010764,0.02057953716581411,-4.0493865940077285,1.04099881740404,-0.4622,0.0018,-0.0273,-0.10913999999999999,-0.024695000000000005,0.712,1
2010-08-04,1127.24,0.3001,3.0,0.0012257296644344606,0.040388378188799035,0.07308157301017637,56.52298263501888,0.023794618641907232,0.019949251986363083,-0.894009711257695,1.0385886677891847,0.2498,-0.4622,0.0018,0.012439999999999996,-0.021660000000000002,0.050299999999999984,0
2010-08-06,1121.64,-0.9642,1.0,-0.0049678861644369965,0.04866350657728691,0.05615819209039552,55.9899627647791,0.02227322022600344,0.019962610101220152,1.1416161622503296,1.030597529539266,0.3001,0.2498,-0.4622,-0.17493999999999998,-0.074725,-1.2643,1
2010-08-09,1127.79,0.0334,1.0,0.0054830426874932225,0.011461780611833117,0.033153169659215775,61.28690193380641,0.012828985134340458,0.019098991364690072,3.214068158164082,1.0345283075983192,-0.9642,0.3001,0.2498,-0.16862,-0.08719,0.9975999999999999,0
2010-08-10,1121.06,-0.0164,1.0,-0.005967423013149675,0.01766521423384182,0.028844653689784394,69.08108624929854,0.011330356516521633,0.019162959655109606,4.264290455154423,1.0268745525983987,0.0334,-0.9642,0.3001,-0.07945999999999999,-0.08742,-0.0498,0
2010-08-11,1089.47,-0.0451,1.0,-0.028178688027402532,-0.03232195832519125,-0.023098374326372184,62.76170619369356,0.012998797445090866,0.019534870945249642,2.518518289489748,0.999117322713694,-0.0164,0.0334,-0.9642,-0.13843999999999998,-0.09759999999999999,-0.0287,1
2010-08-17,1092.54,0.0322,1.0,0.0028178839252113175,-0.030783151768922323,-0.018559108875314534,63.97849462326757,0.0132518267832228,0.019551995047943214,1.3669472959975337,1.0028827808347627,-0.0451,-0.0164,0.0334,-0.19202,-0.09688,0.07730000000000001,0
2010-08-24,1051.87,-0.0424,1.0,-0.03722518168671174,-0.06220355907421293,-0.039660004930111126,48.24341279770998,0.019090526174886917,0.02094655545152673,-2.7951889216501513,0.9674792074335867,0.0322,-0.0451,-0.0164,-0.00766,-0.104275,-0.0746,1
2010-08-27,1064.59,0.3112,2.0,0.012092749103976841,-0.056038801549934014,-0.025136441888575556,42.906574394186535,0.02080851135936662,0.021172300670362333,-5.0095669961986005,0.9804163539330757,-0.0424,0.0322,-0.0451,0.0479,-0.08754,0.35359999999999997,0
2010-08-30,1048.92,0.4619,2.0,-0.014719281601367484,-0.06434981178527455,-0.02387001312152759,40.043057050350654,0.020615833744202502,0.0211267140072387,-7.9374180005177095,0.9671276009672016,0.3112,-0.0424,0.0322,0.14356,-0.04942500000000001,0.1507,1
2010-09-03,1104.51,-0.2914,3.0,0.052997368722114135,0.013804877601035326,0.06076408897084251,53.80771319907539,0.03359427269859817,0.02310335215166762,-5.706333539508478,1.0154210212772217,0.4619,0.3112,-0.0424,0.09429999999999998,-0.06878500000000001,-0.7533,0
2010-09-07,1091.84,-0.7451,2.0,-0.011471150102760563,-0.0006407088070002898,0.059308631913923326,54.04648455943089,0.03423577648633019,0.023146514293242926,-4.904015702084962,1.000960310966568,-0.2914,0.4619,0.3112,-0.061160000000000006,-0.08943,-0.4537,1
2010-09-09,1104.18,0.0418,1.0,0.011302022274326085,0.04973048000228175,0.07404237106783662,47.76100888953127,0.02705038636603934,0.023174317876920505,-3.235145422598407,1.0087534379044005,-0.7451,-0.2914,0.4619,-0.044320000000000005,-0.062515,0.7868999999999999,1
2010-09-10,1109.55,-0.0413,1.0,0.0048633374993207745,0.04223222085497702,0.046478727116677776,51.700098370162195,0.027106409425725148,0.022258879312783753,-1.4623821503785166,1.0113826696291233,0.0418,-0.7451,-0.2914,-0.11481999999999999,-0.063995,-0.08310000000000001,1
2010-09-13,1121.9,0.2439,2.0,0.011130638547158789,0.06957632612591991,0.024248178647725993,49.10770617364244,0.02381327224902783,0.021187745250680814,0.9283854520772366,1.0214035900711087,-0.0413,0.0418,-0.7451,-0.15842,-0.06639,0.2852,0
2010-09-14,1121.1,-0.0419,1.0,-0.0007130760317320961,0.01502023521742668,0.023676689463736134,48.61286824476747,0.009509225835656238,0.021190280985266836,2.727096417510438,1.0194719042782174,0.2439,-0.0413,0.0418,-0.10851999999999999,-0.06545000000000001,-0.2858,1
2010-09-15,1125.07,0.2245,3.0,0.0035411649273036083,0.030434862250879213,0.03838557241481144,50.78064545463562,0.005168052678102625,0.02100218597542871,4.421960035242819,1.0211510333632399,-0.0419,0.2439,-0.0413,0.08539999999999999,-0.038834999999999995,0.2664,1
2010-09-17,1125.59,-0.0318,2.0,0.00046219346351783486,0.019389954536398024,0.05235651043857925,49.486125385082296,0.004648348925058204,0.020713842754399848,5.740933410557545,1.0190332587490205,0.2245,-0.0419,0.2439,0.07067999999999999,-0.03906,-0.25630000000000003,1
2010-09-20,1142.71,-0.4486,1.0,0.01520980108209935,0.029885989815691127,0.024842826521735306,54.82290042291491,0.006944335381832684,0.018769237815780684,8.074591372293298,1.0332369909530392,-0.0318,0.2245,-0.0419,-0.010780000000000012,-0.06158,-0.4168,0
2010-09-21,1139.78,-0.0429,1.0,-0.0025640801253161705,0.01593724930920759,0.03465867828612934,62.8479493330201,0.007077839797150067,0.018530875925020687,9.577205543199852,1.0288118404799158,-0.4486,-0.0318,0.2245,-0.06814,-0.040615000000000005,0.4057,0
2010-09-22,1134.28,-0.2989,2.0,-0.004825492638930284,0.011756310766211753,0.0074787273728527115,60.52870547833344,0.007842065518137055,0.017957526480607233,10.206578975753928,1.023458390309682,-0.0429,-0.4486,-0.0318,-0.11954000000000002,-0.06805,-0.256,1
2010-09-24,1148.67,0.0981,4.0,0.012686461896533663,0.020976472575039873,0.01901103580426544,78.1493544253262,0.009143564085804603,0.018162761723022215,11.731283756521407,1.035441378893824,-0.2989,-0.0429,-0.4486,-0.14482,-0.07815,0.397,0
2010-09-27,1142.16,0.0436,1.0,-0.005667424064352722,0.01472116845387772,0.018294639991440986,73.40252217400129,0.010126983534813536,0.018175726270113005,12.272846946507116,1.0286217588769242,0.0981,-0.2989,-0.0429,-0.12974000000000002,-0.02776,-0.05450000000000001,1
2010-09-28,1147.7,-0.3341,1.0,0.004850458779855682,0.004366812227074135,0.017653995868025074,81.74164524348035,0.0077852248508552165,0.01816817810477497,12.999224409356202,1.0326852019728725,0.0436,0.0981,-0.2989,-0.10684,-0.046135,-0.37770000000000004,0
2010-09-29,1144.73,-0.0014,1.0,-0.0025877842641806037,0.004342943375037267,0.021113945729934303,69.5280637007443,0.007787865386932899,0.01811529888870893,13.183261174729523,1.0289171440949596,-0.3341,0.0436,0.0981,-0.09854000000000002,-0.045385,0.3327,0
2010-09-30,1141.2,0.0685,7.0,-0.0030836965922095283,0.006100786401946667,0.04748180307856109,76.30008525035348,0.007501927978222991,0.01679421425559379,12.895617487489517,1.0233651333975105,-0.0014,-0.3341,0.0436,-0.025060000000000016,-0.039705000000000004,0.0699,1
2010-10-01,1146.24,-0.8761,1.0,0.00441640378548902,-0.0021154900885372863,0.049151518479872536,74.30090131610777,0.004756532572762339,0.01679983578713174,12.925348302472457,1.0254157722622277,0.0685,-0.0014,-0.3341,-0.21990000000000004,-0.08512,-0.9446,0
2010-10-04,1137.03,0.0237,1.0,-0.008034966499162466,-0.004491489808783444,0.08096057497599518,65.2024784234201,0.005473940282444608,0.014236197764783206,12.066643404781416,1.013316697672864,-0.8761,0.0685,-0.0014,-0.22388000000000002,-0.081815,0.8997999999999999,1
2010-10-08,1165.15,-0.0404,1.0,0.024731097684318026,0.01520432168685204,0.09445889967029575,70.37211493077218,0.012886165870317115,0.014880508553485241,13.499548189726966,1.0337449888676005,0.0237,-0.8761,0.0685,-0.16514,-0.099395,-0.06409999999999999,1
2010-10-12,1169.77,0.4484,2.0,0.003965154701111251,0.021874153730573997,0.11521374366014547,72.12876238882438,0.012491767207548611,0.01417168244289927,14.836900392294183,1.0323097043836782,-0.0404,0.0237,-0.8761,-0.07518,-0.10007000000000002,0.4888,1
2010-10-13,1178.1,0.092,2.0,0.007121057985757906,0.03233438485804396,0.06662682999701208,73.19163823928564,0.011776805065554133,0.008774469322985836,16.380103395532842,1.0362958646244513,0.4484,-0.0404,0.0237,-0.07047999999999999,-0.0809,-0.35640000000000005,0
2010-10-14,1173.81,-0.5337,2.0,-0.0036414565826330403,0.024052554438861007,0.07507510257913252,70.41490262405942,0.012642423780406907,0.008240751093014339,17.060275510371866,1.0288131849639242,0.092,0.4484,-0.0404,-0.0019999999999999797,-0.07032999999999999,-0.6256999999999999,0
2010-10-19,1165.9,-0.0371,4.0,-0.006738739659740367,0.025390710887135848,0.05589668351174626,60.64836073023323,0.012321937494932057,0.00834669973645376,16.767757645811344,1.019123758109547,-0.5337,0.092,0.4484,-0.014159999999999978,-0.074275,0.49659999999999993,1
2010-10-20,1178.17,-0.8637,1.0,0.010524058667124025,0.011174526884950353,0.06184489207336319,66.23530406755712,0.007256645752545954,0.008516175360523483,17.326294844280255,1.0267697239015454,-0.0371,-0.5337,0.092,-0.17881999999999998,-0.115395,-0.8266,1
2010-10-22,1183.08,-0.0098,1.0,0.004167480075031538,0.011378305136907185,0.05453248952669565,70.74124447382665,0.007269182036412044,0.008307749783256742,17.958125471635867,1.0283073970545287,-0.8637,-0.0371,-0.5337,-0.27046,-0.12808,0.8539,1
2010-10-26,1185.64,0.1794,1.0,0.0021638435270650014,0.006400135811900576,0.057568459548657636,67.46999338347555,0.006765558573447149,0.008270531542036408,18.45271498911802,1.0276501011060561,-0.0098,-0.8637,-0.0371,-0.25298,-0.11701499999999998,0.1892,0
2010-10-29,1183.26,0.0086,1.0,-0.00200735467764257,0.00805070667314145,0.05172122623481212,70.21046420044948,0.006501805415917081,0.008338370714957377,18.440068998665538,1.0230074218744933,0.1794,-0.0098,-0.8637,-0.14451999999999998,-0.12780999999999998,-0.1708,1
2010-11-02,1193.57,0.0572,1.0,0.008713216030289184,0.023732738656831565,0.06039499284819527,71.5453264433991,0.005043041889698606,0.008432834076804785,19.042468077386047,1.0288975235927837,0.0086,0.1794,-0.0098,-0.12565999999999997,-0.12336,0.048600000000000004,1
2010-11-04,1221.06,-0.0006,1.0,0.023031745100831946,0.0364039145454389,0.06856507775376075,79.14026112765676,0.009647116858116849,0.009178763820328477,21.490359457267914,1.0490521622213724,0.0572,0.0086,0.1794,0.04696000000000002,-0.10095999999999998,-0.057800000000000004,1
2010-11-05,1225.85,-0.9632,1.0,0.003922821155389444,0.0361514014267843,0.07551457298776953,82.00862134073347,0.009667030993597007,0.009072368358952393,23.545426954813593,1.049287899143048,-0.0006,0.0572,0.0086,-0.14371999999999996,-0.146975,-0.9625999999999999,0
2010-11-08,1223.25,-0.5627,2.0,-0.002120977281070191,0.031721264464761534,0.07843742285855337,79.66715463355014,0.010384490524697141,0.008958274006501414,24.679791211240172,1.043090532498463,-0.9632,-0.0006,0.0572,-0.29213999999999996,-0.160165,0.40049999999999997,0
2010-11-10,1218.71,0.0225,2.0,-0.0037114244839566712,0.029959603130334855,0.060974866584832865,82.64066496071226,0.010747245832676592,0.00885391723551258,24.925121711731435,1.036125075347363,-0.5627,-0.9632,-0.0006,-0.28935999999999995,-0.16394499999999998,0.5851999999999999,0
2010-11-11,1213.54,0.0028,1.0,-0.004242190512919408,0.016731318649094717,0.062495622329620915,73.68111970144709,0.011457884846037786,0.00878595395431589,24.420863594318917,1.028608529668042,0.0225,-0.5627,-0.9632,-0.30023999999999995,-0.165985,-0.0197,0
2010-11-12,1199.21,-0.0338,1.0,-0.011808428234751145,-0.017894288568948258,0.04488106648078771,63.15695387836599,0.0056254588185414055,0.009378174455923266,22.604355227749693,1.0142481563410914,0.0028,0.0225,-0.5627,-0.30687999999999993,-0.15097,-0.036599999999999994,0
2010-11-15,1197.75,0.0098,3.0,-0.001217468166543001,-0.022922869845413363,0.046316598673923126,59.356251784752956,0.004197144485918428,0.009346005122163813,20.80709818581954,1.0107471258790504,-0.0338,0.0028,0.0225,-0.11227999999999998,-0.15041,0.0436,0
2010-11-18,1196.69,0.0641,2.0,-0.0008849926946357112,-0.021712650725526195,0.048624255169996466,61.2399292583442,0.004412027945982492,0.009292027364735138,19.077314484183944,1.0074937552039966,0.0098,-0.0338,0.0028,0.013080000000000022,-0.15063,0.0543,1
2010-11-22,1197.84,0.0605,2.0,0.0009609840476647591,-0.017124664604376894,0.04501675041876041,66.80698800154141,0.0050376199467645575,0.009285025061484205,17.59640344177228,1.006276205109508,0.0641,0.0098,-0.0338,0.02068000000000002,-0.10379999999999998,-0.003600000000000006,0
2010-11-23,1180.73,-0.5917,1.0,-0.014284044613637747,-0.027036603655421265,0.03843346261752112,51.281794511598264,0.007041381899318824,0.009743005821785134,14.870716403509277,0.9900851449913378,0.0605,0.0641,0.0098,-0.09821999999999997,-0.13457,-0.6522,1
2010-11-24,1198.35,-0.1415,1.0,0.014922971382111072,-0.0007171387830322562,0.02849418529803005,56.782446477041,0.010366622222692821,0.008729134217525466,13.971323807679255,1.0034633658624,-0.5917,0.0605,0.0641,-0.11975999999999998,-0.139625,0.45020000000000004,0
2010-11-26,1189.4,-0.8001,1.0,-0.007468602661993451,-0.0069714047171779425,0.016781076621900093,51.58036314666937,0.010898317330594723,0.008927337105998296,12.393494009719006,0.9951510024928977,-0.1415,-0.5917,0.0605,-0.28174,-0.20205,-0.6586000000000001,0
2010-11-29,1187.76,-0.2436,2.0,-0.001378846477215534,-0.007462250039692919,0.008199643493761233,51.90323126313091,0.010895278526925706,0.008815718311596535,10.88523996277354,0.9933774003630574,-0.8001,-0.1415,-0.5917,-0.34328,-0.21883,0.5565,0
